"source_path","file_name","classification","proposed_destination","requires_split","dependencies","risk","priority","evidence_summary"
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_05_METRICS_AND_INTERPRETATION.md","RG_05_METRICS_AND_INTERPRETATION.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_05_METRICS_AND_INTERPRETATION.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-05 — Metricas E Regras De Interpretacao'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_05_THREATS_TO_VALIDITY.md","RG_05_THREATS_TO_VALIDITY.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_05_THREATS_TO_VALIDITY.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-05 — Vieses, Ameacas A Validade E Mitigacoes'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_06_CASE_SELECTION.md","RG_06_CASE_SELECTION.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_06_CASE_SELECTION.md","NO","docs/research/RG_05_CASE_SELECTION_FRAMEWORK.md; docs/research/RG_05_EXPERIMENTAL_PROTOCOL.md; docs/research/RG_05_CLOSURE_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-06 - Selecao Formal Do Caso Experimental'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_06_CLOSURE_REPORT.md","RG_06_CLOSURE_REPORT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_06_CLOSURE_REPORT.md","NO","docs/history/HISTORY.md; docs/roadmap/ROADMAP.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-06 - Relatorio Final Do Primeiro Piloto Controlado'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_06_CP01_AUDIT.md","RG_06_CP01_AUDIT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_06_CP01_AUDIT.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-06 - Auditoria Do CP-01'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_06_CP01_EXECUTION.md","RG_06_CP01_EXECUTION.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_06_CP01_EXECUTION.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-06 - Execucao Do CP-01'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_06_CP01_RESULTS.md","RG_06_CP01_RESULTS.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_06_CP01_RESULTS.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-06 - Resultados Do CP-01'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_06_PREREGISTRATION.md","RG_06_PREREGISTRATION.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_06_PREREGISTRATION.md","YES","docs/research/PI_07A_DECISION_FOUNDATION_GOVERNANCE_REPORT.md; docs/presentation/PI_07_KDENLIVE_PRE_POSTPRODUCTION_AUDIT.md; docs/presentation/PI_07_POST_PRODUCTION_EXECUTION_REPORT.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-06 - Pre-Registro Do Primeiro Piloto Controlado'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_AUDIT.md","RG_07_AUDIT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_07_AUDIT.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-07 - Auditoria Documental'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_CLOSURE_REPORT.md","RG_07_CLOSURE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_07_CLOSURE_REPORT.md","YES","docs/history/HISTORY.md; docs/roadmap/ROADMAP.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-07 - Relatorio De Encerramento'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_COMPARATIVE_MATRIX.md","RG_07_COMPARATIVE_MATRIX.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_07_COMPARATIVE_MATRIX.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-07 - Matriz Comparativa Interavaliadores'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_EXECUTION_A.md","RG_07_EXECUTION_A.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_07_EXECUTION_A.md","NO","docs/research/RG_07_EXECUTION_A.md; docs/research/RG_07_EXPERIMENT_PLAN.md; docs/research/RG_07_INDEPENDENCE_PROTOCOL.md; docs/research/RG_05_CASE_SELECTION_FRAMEWORK.md; docs/research/RG_05_EXPERIMENTAL_PROTOCOL.md; docs/research/RG_05_HYPOTHESIS_OPERATIONALIZATION.md; e mais 2 referencias no proprio arquivo.","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-07 — Execucao Individual Do Avaliador A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_EXECUTION_B.md","RG_07_EXECUTION_B.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_07_EXECUTION_B.md","NO","docs/research/RG_07_EXECUTION_B.md; docs/research/RG_05_CASE_SELECTION_FRAMEWORK.md; docs/research/RG_05_EXPERIMENTAL_PROTOCOL.md; docs/research/RG_05_HYPOTHESIS_OPERATIONALIZATION.md; docs/research/RG_05_METRICS_AND_INTERPRETATION.md; docs/research/RG_05_THREATS_TO_VALIDITY.md; e mais 9 referencias no proprio arquivo.","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-07 — Execucao Individual Do Avaliador B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_EXPERIMENT_PLAN.md","RG_07_EXPERIMENT_PLAN.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_07_EXPERIMENT_PLAN.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-07 - Planejamento Experimental Interavaliadores'; referencias verificadas: ICFACTORY=1, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_07_INDEPENDENCE_PROTOCOL.md","RG_07_INDEPENDENCE_PROTOCOL.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_07_INDEPENDENCE_PROTOCOL.md","NO","docs/research/RG_07_EXPERIMENT_PLAN.md; docs/research/RG_07_INDEPENDENCE_PROTOCOL.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-07 - Protocolo De Independencia Dos Avaliadores'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_08_ARCHITECTURAL_IMPACTS.md","RG_08_ARCHITECTURAL_IMPACTS.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_08_ARCHITECTURAL_IMPACTS.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-08 — Impactos Arquiteturais na Metodologia GDC-R'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_08_CLASSIFICATION_CRITERIA.md","RG_08_CLASSIFICATION_CRITERIA.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_08_CLASSIFICATION_CRITERIA.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-08 — Critérios de Classificação da Integridade e Executabilidade'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_08_CLOSURE_REPORT.md","RG_08_CLOSURE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_08_CLOSURE_REPORT.md","YES","docs/history/HISTORY.md; docs/roadmap/ROADMAP.md","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-08 — Relatório de Encerramento'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_08_EXECUTABILITY_CHECKLIST.md","RG_08_EXECUTABILITY_CHECKLIST.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_08_EXECUTABILITY_CHECKLIST.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-08 — Checklist de Executabilidade do Pacote Experimental'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_08_EXECUTABILITY_FRAMEWORK.md","RG_08_EXECUTABILITY_FRAMEWORK.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_08_EXECUTABILITY_FRAMEWORK.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-08 — Framework de Executabilidade Experimental'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_08_PACKAGE_INTEGRITY_PROTOCOL.md","RG_08_PACKAGE_INTEGRITY_PROTOCOL.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_08_PACKAGE_INTEGRITY_PROTOCOL.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P0","Titulo/conteudo: 'GP-RG-08 — Protocolo de Integridade do Pacote Experimental'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_CLOSURE_REPORT.md","RG_09_CLOSURE_REPORT.md","HÍBRIDO","A DEFINIR apos divisao; candidato universal a ser extraido para area equivalente a docs/research/RG_09_CLOSURE_REPORT.md","YES","Nenhuma dependencia documental explicita localizada no arquivo.","ALTO: copia integral contaminaria o framework; extracao sem dependencias perderia contexto.","P2","Titulo/conteudo: 'GP-RG-09 — Relatório de Encerramento'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=1. O texto cruza metodo, pesquisa ou governanca reutilizavel com origem, evidencias ou decisoes da instancia."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_EXECUTION_REPORT.md","RG_09_EXECUTION_REPORT.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_09_EXECUTION_REPORT.md","NO","docs/research/RG_09_EXECUTION_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'GP-RG-09 — Relatório de Execução do Piloto GX-PKG'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_FINAL_ANALYSIS.md","RG_09_FINAL_ANALYSIS.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_09_FINAL_ANALYSIS.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-09 — Análise Final do Piloto Sintético GX-PKG'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_RESULTS_MATRIX.md","RG_09_RESULTS_MATRIX.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_09_RESULTS_MATRIX.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-09 — Matriz Consolidada de Resultados'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_SYNTHETIC_EXPERIMENT_PLAN.md","RG_09_SYNTHETIC_EXPERIMENT_PLAN.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_09_SYNTHETIC_EXPERIMENT_PLAN.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-09 — Plano do Experimento Sintético GX-PKG'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_TEST_CASES.md","RG_09_TEST_CASES.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_09_TEST_CASES.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-09 — Casos Sintéticos Congelados'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\RG_09_THREATS_TO_VALIDITY.md","RG_09_THREATS_TO_VALIDITY.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/RG_09_THREATS_TO_VALIDITY.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'GP-RG-09 — Ameaças à Validade'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_a\authority.md","authority.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_a/authority.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Authority A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_a\input.md","input.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_a/input.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Input A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_a\instrument.md","instrument.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_a/instrument.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Instrument A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_a\output_contract.md","output_contract.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_a/output_contract.md","NO","docs/research/RG_09_EXECUTION_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'Synthetic Output Contract A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_a\package_manifest.md","package_manifest.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_a/package_manifest.md","NO","docs/research/RG_09_EXECUTION_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'Synthetic Package Manifest A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_a\procedure.md","procedure.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_a/procedure.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Procedure A'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_b\authority.md","authority.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_b/authority.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Authority B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_b\input.md","input.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_b/input.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Input B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_b\instrument.md","instrument.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_b/instrument.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Instrument B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_b\output_contract.md","output_contract.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_b/output_contract.md","NO","docs/research/RG_09_EXECUTION_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'Synthetic Output Contract B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_b\package_manifest.md","package_manifest.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_b/package_manifest.md","NO","docs/research/RG_09_EXECUTION_REPORT.md","MEDIO: artefato reutilizavel, mas dependencias e status normativo devem acompanhar a migracao.","P1","Titulo/conteudo: 'Synthetic Package Manifest B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_b\procedure.md","procedure.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_b/procedure.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Procedure B'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_c\authority.md","authority.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_c/authority.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Authority C'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
"C:\Users\Guiuliano\SistemaAnaliseAgua\docs\research\rg09_fixtures\case_c\instrument.md","instrument.md","UNIVERSAL","PROVISORIO (sujeito a GP posterior): docs/research/rg09_fixtures/case_c/instrument.md","NO","Nenhuma dependencia documental explicita localizada no arquivo.","MEDIO: risco de promover pesquisa/evidencia a norma sem rotulo institucional explicito.","P1","Titulo/conteudo: 'Synthetic Instrument C'; referencias verificadas: ICFACTORY=0, PROTEUS/CASE-01=0. O objeto e metodo de pesquisa/governanca sao independentes do dominio hidrico; manter rotulo de artefato de pesquisa quando aplicavel."
